2	0.50202
36	0.53197
37	0.42086
38	0.53387
39	0.50109
41	0.42801
44	0.46687
45	0.47451
47	0.50018
50	0.55158
51	0.51893
52	0.45351
53	0.44679
55	0.46822
60	0.53197
61	0.53197
62	0.53197
63	0.53197
66	0.64523
67	0.61881
71	0.58532
72	0.64293
79	0.64008
80	0.58878
81	0.63316
82	0.69890
85	0.63316
87	0.69890
91	0.71129
92	0.65176
93	0.65176
95	0.65729
97	0.53197
99	0.53197
103	0.48420
109	0.48567
111	0.40625
119	0.44900
120	0.45127
123	0.47601
125	0.45504
132	0.47639
135	0.48476
136	0.53225
138	0.51031
139	0.45646
142	0.45363
143	0.47119
144	0.43911
145	0.44634
146	0.43280
153	0.48584
161	0.51409
164	0.52686
165	0.32727
168	0.34311
169	0.38944
171	0.42505
172	0.39175
173	0.38449
181	0.33180
185	0.38636
186	0.38636
187	0.40148
190	0.38296
191	0.46511
192	0.39650
193	0.53197
195	0.43000
224	0.52502
225	0.48591
232	0.35547
233	0.58957
238	0.59960
242	0.43532
243	0.48914
251	0.53197
255	0.45359
256	0.49298
262	0.51381
283	0.52779
285	0.52726
290	0.52904
292	0.51629
293	0.52609
295	0.52158
300	0.41598
318	0.59908
320	0.53970
322	0.45693
329	0.46334
333	0.45978
336	0.62324
339	0.49027
340	0.45535
341	0.45535
343	0.40723
360	0.39087
361	0.46428
363	0.54609
366	0.39700
372	0.45602
374	0.52671
376	0.57395
379	0.48704
380	0.47343
381	0.49791
390	0.48379
391	0.49861
423	0.48828
424	0.49550
436	0.47180
437	0.47180
440	0.53367
445	0.53375
450	0.55761
463	0.44977
464	0.50293
480	0.49868
481	0.45955
482	0.48637
483	0.48637
485	0.40470
488	0.46739
489	0.50839
490	0.50839
491	0.46211
492	0.46211
494	0.41706
495	0.44156
509	0.49068
522	0.51593
533	0.47744
534	0.47744
537	0.50191
538	0.48475
540	0.45968
542	0.52662
544	0.48258
546	0.45689
548	0.42467
549	0.48116
551	0.47032
552	0.47630
554	0.46752
555	0.48087
556	0.55244
557	0.55244
564	0.47989
569	0.49883
570	0.49998
572	0.48284
575	0.49939
580	0.46544
583	0.41310
584	0.45638
593	0.46445
594	0.44644
598	0.42608
600	0.38583
602	0.47206
604	0.48503
605	0.40810
606	0.44538
607	0.42287
608	0.45801
609	0.45396
610	0.43716
612	0.43290
615	0.38846
616	0.39917
618	0.42125
620	0.45221
621	0.45493
624	0.41426
626	0.35633
627	0.39903
628	0.42557
630	0.47157
638	0.68261
640	0.61518
642	0.63698
643	0.63698
644	0.68261
649	0.54747
652	0.58771
656	0.65501
658	0.59552
673	0.44168
674	0.44299
676	0.43650
677	0.45238
679	0.46620
681	0.47733
686	0.44951
688	0.49166
691	0.43085
693	0.49251
696	0.46222
697	0.49445
708	0.55017
712	0.44801
714	0.48084
715	0.49726
733	0.43517
738	0.42083
777	0.56249
778	0.62743
781	0.54579
785	0.42137
786	0.46324
794	0.53197
795	0.49046
800	0.50797
814	0.47247
816	0.52292
819	0.54539
843	0.59159
844	0.61061
853	0.52597
855	0.42258
856	0.42243
857	0.42243
859	0.33314
864	0.47458
867	0.37911
869	0.39901
870	0.38537
874	0.39298
882	0.40054
897	0.33066
898	0.37390
902	0.36992
903	0.36926
912	0.40978
915	0.38798
918	0.37277
919	0.38428
929	0.38158
932	0.56721
950	0.52965
954	0.53162
968	0.51429
983	0.56615
985	0.55370
1016	0.47997
1017	0.45188
1018	0.50538
1020	0.51944
1021	0.51913
1022	0.44315
1023	0.46726
1024	0.48576
1025	0.51582
1026	0.51582
1027	0.47308
1028	0.52372
1029	0.48024
1030	0.47238
1031	0.50971
1032	0.47544
1033	0.48630
1034	0.48630
1035	0.43680
1036	0.55292
1037	0.54881
1038	0.54881
1039	0.55636
1040	0.55636
1041	0.48142
1043	0.46472
1045	0.47646
1046	0.47646
1047	0.55214
1048	0.51374
1049	0.55214
1050	0.55214
1051	0.55436
1052	0.58769
1053	0.58769
1054	0.58533
1055	0.51270
1056	0.45828
1057	0.47282
1058	0.47380
1059	0.44366
1060	0.44366
1061	0.54415
1062	0.44151
1063	0.45927
1064	0.47843
1066	0.47180
1067	0.47180
1068	0.52105
1069	0.48152
1070	0.48016
1071	0.47503
1072	0.55414
1074	0.54052
1075	0.53904
1076	0.45499
1077	0.45499
1078	0.46060
1079	0.46060
1080	0.53756
1081	0.45353
1082	0.45353
1083	0.48343
1084	0.45413
1085	0.44608
1086	0.44047
1088	0.41114
1089	0.54892
1090	0.47835
1091	0.55069
1092	0.56412
1093	0.56412
1094	0.45121
1095	0.47034
1096	0.54195
1097	0.52082
1098	0.49432
1099	0.49432
1100	0.49478
1101	0.49478
1102	0.51478
1103	0.49983
1104	0.49983
1105	0.49606
1106	0.49061
1107	0.46454
1108	0.42591
1109	0.44126
1110	0.50984
1111	0.53672
1112	0.45260
1113	0.45567
1114	0.49813
1115	0.49813
1116	0.53744
1117	0.53744
1118	0.53744
1119	0.53744
1120	0.53431
1121	0.45549
1122	0.53480
1124	0.53467
1125	0.57228
1126	0.57228
1127	0.57228
1128	0.57228
1129	0.51101
1130	0.57343
1132	0.61666
1134	0.40254
1135	0.49462
1136	0.52568
1137	0.52568
1138	0.59406
1139	0.54400
1140	0.59406
1141	0.51490
1142	0.54027
1143	0.52928
1144	0.50529
1145	0.54607
1146	0.46581
1147	0.50691
1151	0.72099
1152	0.68912
1156	0.52678
1157	0.44401
1158	0.45081
1159	0.51911
1160	0.45955
1161	0.46509
1162	0.46509
1163	0.53778
1166	0.50214
1167	0.53590
1168	0.46157
1169	0.46110
1170	0.52498
1171	0.53889
1172	0.49165
1173	0.49546
1174	0.48227
1175	0.58268
1177	0.54178
1179	0.47370
1180	0.46686
1181	0.49327
1183	0.48285
1184	0.41310
1185	0.43791
1187	0.48476
1188	0.41485
1189	0.49583
1190	0.43805
1191	0.46509
1192	0.51924
1193	0.47659
1194	0.49548
1196	0.45909
1197	0.45909
1198	0.53849
1199	0.47860
1200	0.46343
1201	0.46977
1202	0.41953
1203	0.42668
1204	0.46558
1205	0.49296
1207	0.43391
1208	0.45147
1209	0.45954
1211	0.39770
1212	0.51346
1213	0.42874
1214	0.42874
1215	0.54273
1216	0.55058
1217	0.55143
1218	0.51805
1219	0.53197
1221	0.53197
1223	0.60428
1226	0.60017
1227	0.65739
1228	0.65739
1229	0.59358
1230	0.64699
1232	0.64699
1233	0.58235
1235	0.64523
1237	0.58971
1238	0.64795
1239	0.64795
1241	0.68590
1242	0.53197
1244	0.61098
1246	0.64518
1247	0.64518
1248	0.57100
1249	0.64518
1250	0.65179
1251	0.68993
1252	0.61620
1253	0.65319
1254	0.59580
1255	0.65501
1256	0.65501
1257	0.59779
1259	0.60277
1260	0.54677
1261	0.55245
1262	0.55245
1264	0.58928
1265	0.58473
1267	0.58473
1268	0.58473
1269	0.62108
1270	0.65501
1271	0.65970
1272	0.65970
1273	0.58642
1274	0.65253
1275	0.68705
1276	0.66508
1277	0.59481
1278	0.66018
1279	0.59625
1280	0.59625
1281	0.54070
1283	0.65077
1284	0.65077
1286	0.64008
1287	0.64008
1289	0.64008
1290	0.64008
1291	0.63316
1292	0.63316
1293	0.63316
1294	0.63316
1297	0.61924
1298	0.66443
1299	0.59243
1300	0.64981
1301	0.65161
1307	0.71129
1309	0.65176
1312	0.71129
1315	0.65729
1316	0.65729
1317	0.71171
1319	0.64749
1321	0.53197
1322	0.53197
1323	0.53197
1324	0.53197
1325	0.44864
1326	0.42242
1327	0.44864
1328	0.44514
1329	0.39486
1330	0.43851
1331	0.43851
1332	0.43851
1333	0.43851
1336	0.44534
1337	0.44534
1338	0.44635
1339	0.49211
1340	0.44744
1341	0.44474
1342	0.44474
1343	0.46135
1344	0.48241
1345	0.48135
1350	0.44547
1351	0.44003
1352	0.42841
1353	0.44308
1355	0.44308
1356	0.44308
1357	0.44722
1358	0.43172
1359	0.44326
1360	0.44551
1361	0.36060
1362	0.44523
1363	0.45114
1364	0.47364
1365	0.42876
1367	0.45871
1368	0.48611
1370	0.38927
1371	0.45247
1372	0.42559
1374	0.45477
1375	0.45519
1376	0.48557
1377	0.45640
1378	0.40520
1379	0.50366
1380	0.44403
1381	0.46809
1382	0.48783
1383	0.47315
1384	0.47315
1385	0.47213
1386	0.47213
1388	0.45500
1389	0.45584
1391	0.49064
1392	0.49739
1393	0.45853
1394	0.48947
1395	0.46631
1396	0.46557
1397	0.52704
1398	0.65001
1399	0.45946
1400	0.50784
1401	0.47518
1402	0.44043
1403	0.48482
1404	0.54082
1405	0.44296
1406	0.46001
1407	0.58361
1408	0.54611
1409	0.53075
1411	0.56598
1412	0.48690
1413	0.48690
1414	0.58442
1416	0.49271
1417	0.49051
1419	0.50252
1420	0.47484
1421	0.47484
1422	0.44484
1423	0.41415
1424	0.41415
1425	0.47695
1426	0.47541
1427	0.50331
1428	0.50331
1429	0.54034
1430	0.54034
1431	0.54034
1432	0.55349
1433	0.47777
1434	0.46112
1436	0.47171
1438	0.47686
1439	0.47686
1440	0.51105
1441	0.48100
1442	0.51105
1443	0.51105
1444	0.51105
1445	0.55114
1446	0.53219
1447	0.53219
1448	0.55114
1449	0.43547
1450	0.43547
1453	0.51075
1455	0.51258
1456	0.48476
1457	0.45617
1458	0.51258
1459	0.47169
1460	0.46659
1461	0.47567
1462	0.44074
1463	0.50954
1464	0.46690
1465	0.46902
1466	0.46477
1467	0.42462
1468	0.53225
1469	0.55089
1470	0.45700
1471	0.41832
1472	0.47271
1473	0.53832
1475	0.54948
1476	0.52462
1477	0.50536
1478	0.52145
1479	0.52145
1480	0.51586
1482	0.44161
1484	0.46389
1485	0.50150
1486	0.50150
1487	0.52915
1488	0.48207
1489	0.47672
1490	0.57150
1492	0.47414
1493	0.50977
1494	0.50977
1495	0.47844
1496	0.50630
1498	0.47747
1499	0.47747
1500	0.47692
1501	0.46904
1502	0.47307
1503	0.45919
1504	0.48283
1505	0.48283
1506	0.53241
1508	0.48013
1509	0.44100
1510	0.43167
1511	0.47423
1512	0.58971
1513	0.43119
1514	0.54370
1515	0.46786
1516	0.48440
1517	0.49328
1519	0.51278
1520	0.51352
1521	0.48115
1522	0.45677
1523	0.42542
1524	0.54236
1525	0.50478
1526	0.46426
1527	0.45135
1528	0.50957
1529	0.50957
1530	0.50957
1532	0.49421
1533	0.49421
1534	0.54538
1536	0.51900
1537	0.46974
1539	0.44162
1540	0.44162
1541	0.47131
1542	0.47178
1543	0.49790
1544	0.49046
1545	0.49046
1546	0.52288
1547	0.49365
1548	0.55555
1549	0.44918
1550	0.52342
1552	0.49225
1553	0.50144
1554	0.43373
1555	0.48297
1556	0.44173
1557	0.44379
1558	0.43098
1559	0.48155
1560	0.43831
1561	0.47034
1562	0.51614
1563	0.56144
1564	0.48342
1565	0.59811
1566	0.59811
1567	0.52136
1568	0.56486
1569	0.56486
1570	0.59852
1571	0.52292
1572	0.48551
1573	0.52292
